Date,Day,Week Day,Week DaySort,Day of Year,Is Weekend,Week Number,Start of Week,End of Week,MonthSort,Month,Start of Month,End of Month,Start of Next Month,End of Next Month,Quarter,Start of Quarter,End of Quarter,Year,Start of Year,End of Year,Month Year,Is Latest Month,Is Previous Month,Is Beyond Latest
2015-01-04T00:00:00,4,Sunday,1,4,1,2,2015-01-04T00:00:00,2015-01-10T00:00:00,1,January,2015-01-01T00:00:00,2015-01-31T00:00:00,2015-02-01T00:00:00,2015-02-28T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,012015,0,0,1
2015-01-11T00:00:00,11,Sunday,1,11,1,3,2015-01-11T00:00:00,2015-01-17T00:00:00,1,January,2015-01-01T00:00:00,2015-01-31T00:00:00,2015-02-01T00:00:00,2015-02-28T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,012015,0,0,1
2015-01-18T00:00:00,18,Sunday,1,18,1,4,2015-01-18T00:00:00,2015-01-24T00:00:00,1,January,2015-01-01T00:00:00,2015-01-31T00:00:00,2015-02-01T00:00:00,2015-02-28T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,012015,0,0,1
2015-01-25T00:00:00,25,Sunday,1,25,1,5,2015-01-25T00:00:00,2015-01-31T00:00:00,1,January,2015-01-01T00:00:00,2015-01-31T00:00:00,2015-02-01T00:00:00,2015-02-28T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,012015,0,0,1
2015-02-01T00:00:00,1,Sunday,1,32,1,6,2015-02-01T00:00:00,2015-02-07T00:00:00,2,February,2015-02-01T00:00:00,2015-02-28T00:00:00,2015-03-01T00:00:00,2015-03-31T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,022015,0,0,1
2015-02-08T00:00:00,8,Sunday,1,39,1,7,2015-02-08T00:00:00,2015-02-14T00:00:00,2,February,2015-02-01T00:00:00,2015-02-28T00:00:00,2015-03-01T00:00:00,2015-03-31T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,022015,0,0,1
2015-02-15T00:00:00,15,Sunday,1,46,1,8,2015-02-15T00:00:00,2015-02-21T00:00:00,2,February,2015-02-01T00:00:00,2015-02-28T00:00:00,2015-03-01T00:00:00,2015-03-31T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,022015,0,0,1
2015-02-22T00:00:00,22,Sunday,1,53,1,9,2015-02-22T00:00:00,2015-02-28T00:00:00,2,February,2015-02-01T00:00:00,2015-02-28T00:00:00,2015-03-01T00:00:00,2015-03-31T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,022015,0,0,1
2015-03-01T00:00:00,1,Sunday,1,60,1,10,2015-03-01T00:00:00,2015-03-07T00:00:00,3,March,2015-03-01T00:00:00,2015-03-31T00:00:00,2015-04-01T00:00:00,2015-04-30T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,032015,0,0,1
2015-03-08T00:00:00,8,Sunday,1,67,1,11,2015-03-08T00:00:00,2015-03-14T00:00:00,3,March,2015-03-01T00:00:00,2015-03-31T00:00:00,2015-04-01T00:00:00,2015-04-30T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,032015,0,0,1
2015-03-15T00:00:00,15,Sunday,1,74,1,12,2015-03-15T00:00:00,2015-03-21T00:00:00,3,March,2015-03-01T00:00:00,2015-03-31T00:00:00,2015-04-01T00:00:00,2015-04-30T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,032015,0,0,1
2015-03-22T00:00:00,22,Sunday,1,81,1,13,2015-03-22T00:00:00,2015-03-28T00:00:00,3,March,2015-03-01T00:00:00,2015-03-31T00:00:00,2015-04-01T00:00:00,2015-04-30T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,032015,0,0,1
2015-03-29T00:00:00,29,Sunday,1,88,1,14,2015-03-29T00:00:00,2015-04-04T00:00:00,3,March,2015-03-01T00:00:00,2015-03-31T00:00:00,2015-04-01T00:00:00,2015-04-30T00:00:00,1,2015-01-01T00:00:00,2015-03-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,032015,0,0,1
2015-04-05T00:00:00,5,Sunday,1,95,1,15,2015-04-05T00:00:00,2015-04-11T00:00:00,4,April,2015-04-01T00:00:00,2015-04-30T00:00:00,2015-05-01T00:00:00,2015-05-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,042015,0,0,1
2015-04-12T00:00:00,12,Sunday,1,102,1,16,2015-04-12T00:00:00,2015-04-18T00:00:00,4,April,2015-04-01T00:00:00,2015-04-30T00:00:00,2015-05-01T00:00:00,2015-05-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,042015,0,0,1
2015-04-19T00:00:00,19,Sunday,1,109,1,17,2015-04-19T00:00:00,2015-04-25T00:00:00,4,April,2015-04-01T00:00:00,2015-04-30T00:00:00,2015-05-01T00:00:00,2015-05-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,042015,0,0,1
2015-04-26T00:00:00,26,Sunday,1,116,1,18,2015-04-26T00:00:00,2015-05-02T00:00:00,4,April,2015-04-01T00:00:00,2015-04-30T00:00:00,2015-05-01T00:00:00,2015-05-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,042015,0,0,1
2015-05-03T00:00:00,3,Sunday,1,123,1,19,2015-05-03T00:00:00,2015-05-09T00:00:00,5,May,2015-05-01T00:00:00,2015-05-31T00:00:00,2015-06-01T00:00:00,2015-06-30T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,052015,0,0,1
2015-05-10T00:00:00,10,Sunday,1,130,1,20,2015-05-10T00:00:00,2015-05-16T00:00:00,5,May,2015-05-01T00:00:00,2015-05-31T00:00:00,2015-06-01T00:00:00,2015-06-30T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,052015,0,0,1
2015-05-17T00:00:00,17,Sunday,1,137,1,21,2015-05-17T00:00:00,2015-05-23T00:00:00,5,May,2015-05-01T00:00:00,2015-05-31T00:00:00,2015-06-01T00:00:00,2015-06-30T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,052015,0,0,1
2015-05-24T00:00:00,24,Sunday,1,144,1,22,2015-05-24T00:00:00,2015-05-30T00:00:00,5,May,2015-05-01T00:00:00,2015-05-31T00:00:00,2015-06-01T00:00:00,2015-06-30T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,052015,0,0,1
2015-05-31T00:00:00,31,Sunday,1,151,1,23,2015-05-31T00:00:00,2015-06-06T00:00:00,5,May,2015-05-01T00:00:00,2015-05-31T00:00:00,2015-06-01T00:00:00,2015-06-30T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,052015,0,0,1
2015-06-07T00:00:00,7,Sunday,1,158,1,24,2015-06-07T00:00:00,2015-06-13T00:00:00,6,June,2015-06-01T00:00:00,2015-06-30T00:00:00,2015-07-01T00:00:00,2015-07-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,062015,0,0,1
2015-06-14T00:00:00,14,Sunday,1,165,1,25,2015-06-14T00:00:00,2015-06-20T00:00:00,6,June,2015-06-01T00:00:00,2015-06-30T00:00:00,2015-07-01T00:00:00,2015-07-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,062015,0,0,1
2015-06-21T00:00:00,21,Sunday,1,172,1,26,2015-06-21T00:00:00,2015-06-27T00:00:00,6,June,2015-06-01T00:00:00,2015-06-30T00:00:00,2015-07-01T00:00:00,2015-07-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,062015,0,0,1
2015-06-28T00:00:00,28,Sunday,1,179,1,27,2015-06-28T00:00:00,2015-07-04T00:00:00,6,June,2015-06-01T00:00:00,2015-06-30T00:00:00,2015-07-01T00:00:00,2015-07-31T00:00:00,2,2015-04-01T00:00:00,2015-06-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,062015,0,0,1
2015-07-05T00:00:00,5,Sunday,1,186,1,28,2015-07-05T00:00:00,2015-07-11T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
2015-07-12T00:00:00,12,Sunday,1,193,1,29,2015-07-12T00:00:00,2015-07-18T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
2015-07-19T00:00:00,19,Sunday,1,200,1,30,2015-07-19T00:00:00,2015-07-25T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
2015-07-26T00:00:00,26,Sunday,1,207,1,31,2015-07-26T00:00:00,2015-08-01T00:00:00,7,July,2015-07-01T00:00:00,2015-07-31T00:00:00,2015-08-01T00:00:00,2015-08-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,072015,0,0,1
2015-08-02T00:00:00,2,Sunday,1,214,1,32,2015-08-02T00:00:00,2015-08-08T00:00:00,8,August,2015-08-01T00:00:00,2015-08-31T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,082015,0,0,1
2015-08-09T00:00:00,9,Sunday,1,221,1,33,2015-08-09T00:00:00,2015-08-15T00:00:00,8,August,2015-08-01T00:00:00,2015-08-31T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,082015,0,0,1
2015-08-16T00:00:00,16,Sunday,1,228,1,34,2015-08-16T00:00:00,2015-08-22T00:00:00,8,August,2015-08-01T00:00:00,2015-08-31T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,082015,0,0,1
2015-08-23T00:00:00,23,Sunday,1,235,1,35,2015-08-23T00:00:00,2015-08-29T00:00:00,8,August,2015-08-01T00:00:00,2015-08-31T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,082015,0,0,1
2015-08-30T00:00:00,30,Sunday,1,242,1,36,2015-08-30T00:00:00,2015-09-05T00:00:00,8,August,2015-08-01T00:00:00,2015-08-31T00:00:00,2015-09-01T00:00:00,2015-09-30T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,082015,0,0,1
2015-09-06T00:00:00,6,Sunday,1,249,1,37,2015-09-06T00:00:00,2015-09-12T00:00:00,9,September,2015-09-01T00:00:00,2015-09-30T00:00:00,2015-10-01T00:00:00,2015-10-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,092015,0,0,1
2015-09-13T00:00:00,13,Sunday,1,256,1,38,2015-09-13T00:00:00,2015-09-19T00:00:00,9,September,2015-09-01T00:00:00,2015-09-30T00:00:00,2015-10-01T00:00:00,2015-10-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,092015,0,0,1
2015-09-20T00:00:00,20,Sunday,1,263,1,39,2015-09-20T00:00:00,2015-09-26T00:00:00,9,September,2015-09-01T00:00:00,2015-09-30T00:00:00,2015-10-01T00:00:00,2015-10-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,092015,0,0,1
2015-09-27T00:00:00,27,Sunday,1,270,1,40,2015-09-27T00:00:00,2015-10-03T00:00:00,9,September,2015-09-01T00:00:00,2015-09-30T00:00:00,2015-10-01T00:00:00,2015-10-31T00:00:00,3,2015-07-01T00:00:00,2015-09-30T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,092015,0,0,1
2015-10-04T00:00:00,4,Sunday,1,277,1,41,2015-10-04T00:00:00,2015-10-10T00:00:00,10,October,2015-10-01T00:00:00,2015-10-31T00:00:00,2015-11-01T00:00:00,2015-11-30T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,102015,0,0,1
2015-10-11T00:00:00,11,Sunday,1,284,1,42,2015-10-11T00:00:00,2015-10-17T00:00:00,10,October,2015-10-01T00:00:00,2015-10-31T00:00:00,2015-11-01T00:00:00,2015-11-30T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,102015,0,0,1
2015-10-18T00:00:00,18,Sunday,1,291,1,43,2015-10-18T00:00:00,2015-10-24T00:00:00,10,October,2015-10-01T00:00:00,2015-10-31T00:00:00,2015-11-01T00:00:00,2015-11-30T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,102015,0,0,1
2015-10-25T00:00:00,25,Sunday,1,298,1,44,2015-10-25T00:00:00,2015-10-31T00:00:00,10,October,2015-10-01T00:00:00,2015-10-31T00:00:00,2015-11-01T00:00:00,2015-11-30T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,102015,0,0,1
2015-11-01T00:00:00,1,Sunday,1,305,1,45,2015-11-01T00:00:00,2015-11-07T00:00:00,11,November,2015-11-01T00:00:00,2015-11-30T00:00:00,2015-12-01T00:00:00,2015-12-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,112015,0,0,1
2015-11-08T00:00:00,8,Sunday,1,312,1,46,2015-11-08T00:00:00,2015-11-14T00:00:00,11,November,2015-11-01T00:00:00,2015-11-30T00:00:00,2015-12-01T00:00:00,2015-12-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,112015,0,0,1
2015-11-15T00:00:00,15,Sunday,1,319,1,47,2015-11-15T00:00:00,2015-11-21T00:00:00,11,November,2015-11-01T00:00:00,2015-11-30T00:00:00,2015-12-01T00:00:00,2015-12-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,112015,0,0,1
2015-11-22T00:00:00,22,Sunday,1,326,1,48,2015-11-22T00:00:00,2015-11-28T00:00:00,11,November,2015-11-01T00:00:00,2015-11-30T00:00:00,2015-12-01T00:00:00,2015-12-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,112015,0,0,1
2015-11-29T00:00:00,29,Sunday,1,333,1,49,2015-11-29T00:00:00,2015-12-05T00:00:00,11,November,2015-11-01T00:00:00,2015-11-30T00:00:00,2015-12-01T00:00:00,2015-12-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,112015,0,0,1
2015-12-06T00:00:00,6,Sunday,1,340,1,50,2015-12-06T00:00:00,2015-12-12T00:00:00,12,December,2015-12-01T00:00:00,2015-12-31T00:00:00,2016-01-01T00:00:00,2016-01-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,122015,0,0,1
2015-12-13T00:00:00,13,Sunday,1,347,1,51,2015-12-13T00:00:00,2015-12-19T00:00:00,12,December,2015-12-01T00:00:00,2015-12-31T00:00:00,2016-01-01T00:00:00,2016-01-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,122015,0,0,1
2015-12-20T00:00:00,20,Sunday,1,354,1,52,2015-12-20T00:00:00,2015-12-26T00:00:00,12,December,2015-12-01T00:00:00,2015-12-31T00:00:00,2016-01-01T00:00:00,2016-01-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,122015,0,0,1
2015-12-27T00:00:00,27,Sunday,1,361,1,53,2015-12-27T00:00:00,2016-01-02T00:00:00,12,December,2015-12-01T00:00:00,2015-12-31T00:00:00,2016-01-01T00:00:00,2016-01-31T00:00:00,4,2015-10-01T00:00:00,2015-12-31T00:00:00,2015,2015-01-01T00:00:00,2015-12-31T00:00:00,122015,0,0,1
2011-01-01T00:00:00,1,Saturday,7,1,1,1,2010-12-26T00:00:00,2011-01-01T00:00:00,1,January,2011-01-01T00:00:00,2011-01-31T00:00:00,2011-02-01T00:00:00,2011-02-28T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,012011,0,0,0
2011-01-08T00:00:00,8,Saturday,7,8,1,2,2011-01-02T00:00:00,2011-01-08T00:00:00,1,January,2011-01-01T00:00:00,2011-01-31T00:00:00,2011-02-01T00:00:00,2011-02-28T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,012011,0,0,0
2011-01-15T00:00:00,15,Saturday,7,15,1,3,2011-01-09T00:00:00,2011-01-15T00:00:00,1,January,2011-01-01T00:00:00,2011-01-31T00:00:00,2011-02-01T00:00:00,2011-02-28T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,012011,0,0,0
2011-01-22T00:00:00,22,Saturday,7,22,1,4,2011-01-16T00:00:00,2011-01-22T00:00:00,1,January,2011-01-01T00:00:00,2011-01-31T00:00:00,2011-02-01T00:00:00,2011-02-28T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,012011,0,0,0
2011-01-29T00:00:00,29,Saturday,7,29,1,5,2011-01-23T00:00:00,2011-01-29T00:00:00,1,January,2011-01-01T00:00:00,2011-01-31T00:00:00,2011-02-01T00:00:00,2011-02-28T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,012011,0,0,0
2011-02-05T00:00:00,5,Saturday,7,36,1,6,2011-01-30T00:00:00,2011-02-05T00:00:00,2,February,2011-02-01T00:00:00,2011-02-28T00:00:00,2011-03-01T00:00:00,2011-03-31T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,022011,0,0,0
2011-02-12T00:00:00,12,Saturday,7,43,1,7,2011-02-06T00:00:00,2011-02-12T00:00:00,2,February,2011-02-01T00:00:00,2011-02-28T00:00:00,2011-03-01T00:00:00,2011-03-31T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,022011,0,0,0
2011-02-19T00:00:00,19,Saturday,7,50,1,8,2011-02-13T00:00:00,2011-02-19T00:00:00,2,February,2011-02-01T00:00:00,2011-02-28T00:00:00,2011-03-01T00:00:00,2011-03-31T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,022011,0,0,0
2011-02-26T00:00:00,26,Saturday,7,57,1,9,2011-02-20T00:00:00,2011-02-26T00:00:00,2,February,2011-02-01T00:00:00,2011-02-28T00:00:00,2011-03-01T00:00:00,2011-03-31T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,022011,0,0,0
2011-03-05T00:00:00,5,Saturday,7,64,1,10,2011-02-27T00:00:00,2011-03-05T00:00:00,3,March,2011-03-01T00:00:00,2011-03-31T00:00:00,2011-04-01T00:00:00,2011-04-30T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,032011,0,0,0
2011-03-12T00:00:00,12,Saturday,7,71,1,11,2011-03-06T00:00:00,2011-03-12T00:00:00,3,March,2011-03-01T00:00:00,2011-03-31T00:00:00,2011-04-01T00:00:00,2011-04-30T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,032011,0,0,0
2011-03-19T00:00:00,19,Saturday,7,78,1,12,2011-03-13T00:00:00,2011-03-19T00:00:00,3,March,2011-03-01T00:00:00,2011-03-31T00:00:00,2011-04-01T00:00:00,2011-04-30T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,032011,0,0,0
2011-03-26T00:00:00,26,Saturday,7,85,1,13,2011-03-20T00:00:00,2011-03-26T00:00:00,3,March,2011-03-01T00:00:00,2011-03-31T00:00:00,2011-04-01T00:00:00,2011-04-30T00:00:00,1,2011-01-01T00:00:00,2011-03-31T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,032011,0,0,0
2011-04-02T00:00:00,2,Saturday,7,92,1,14,2011-03-27T00:00:00,2011-04-02T00:00:00,4,April,2011-04-01T00:00:00,2011-04-30T00:00:00,2011-05-01T00:00:00,2011-05-31T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,042011,0,0,0
2011-04-09T00:00:00,9,Saturday,7,99,1,15,2011-04-03T00:00:00,2011-04-09T00:00:00,4,April,2011-04-01T00:00:00,2011-04-30T00:00:00,2011-05-01T00:00:00,2011-05-31T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,042011,0,0,0
2011-04-16T00:00:00,16,Saturday,7,106,1,16,2011-04-10T00:00:00,2011-04-16T00:00:00,4,April,2011-04-01T00:00:00,2011-04-30T00:00:00,2011-05-01T00:00:00,2011-05-31T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,042011,0,0,0
2011-04-23T00:00:00,23,Saturday,7,113,1,17,2011-04-17T00:00:00,2011-04-23T00:00:00,4,April,2011-04-01T00:00:00,2011-04-30T00:00:00,2011-05-01T00:00:00,2011-05-31T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,042011,0,0,0
2011-04-30T00:00:00,30,Saturday,7,120,1,18,2011-04-24T00:00:00,2011-04-30T00:00:00,4,April,2011-04-01T00:00:00,2011-04-30T00:00:00,2011-05-01T00:00:00,2011-05-31T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,042011,0,0,0
2011-05-07T00:00:00,7,Saturday,7,127,1,19,2011-05-01T00:00:00,2011-05-07T00:00:00,5,May,2011-05-01T00:00:00,2011-05-31T00:00:00,2011-06-01T00:00:00,2011-06-30T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,052011,0,0,0
2011-05-14T00:00:00,14,Saturday,7,134,1,20,2011-05-08T00:00:00,2011-05-14T00:00:00,5,May,2011-05-01T00:00:00,2011-05-31T00:00:00,2011-06-01T00:00:00,2011-06-30T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,052011,0,0,0
2011-05-21T00:00:00,21,Saturday,7,141,1,21,2011-05-15T00:00:00,2011-05-21T00:00:00,5,May,2011-05-01T00:00:00,2011-05-31T00:00:00,2011-06-01T00:00:00,2011-06-30T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,052011,0,0,0
2011-05-28T00:00:00,28,Saturday,7,148,1,22,2011-05-22T00:00:00,2011-05-28T00:00:00,5,May,2011-05-01T00:00:00,2011-05-31T00:00:00,2011-06-01T00:00:00,2011-06-30T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,052011,0,0,0
2011-06-04T00:00:00,4,Saturday,7,155,1,23,2011-05-29T00:00:00,2011-06-04T00:00:00,6,June,2011-06-01T00:00:00,2011-06-30T00:00:00,2011-07-01T00:00:00,2011-07-31T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,062011,0,0,0
2011-06-11T00:00:00,11,Saturday,7,162,1,24,2011-06-05T00:00:00,2011-06-11T00:00:00,6,June,2011-06-01T00:00:00,2011-06-30T00:00:00,2011-07-01T00:00:00,2011-07-31T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,062011,0,0,0
2011-06-18T00:00:00,18,Saturday,7,169,1,25,2011-06-12T00:00:00,2011-06-18T00:00:00,6,June,2011-06-01T00:00:00,2011-06-30T00:00:00,2011-07-01T00:00:00,2011-07-31T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,062011,0,0,0
2011-06-25T00:00:00,25,Saturday,7,176,1,26,2011-06-19T00:00:00,2011-06-25T00:00:00,6,June,2011-06-01T00:00:00,2011-06-30T00:00:00,2011-07-01T00:00:00,2011-07-31T00:00:00,2,2011-04-01T00:00:00,2011-06-30T00:00:00,2011,2011-01-01T00:00:00,2011-12-31T00:00:00,062011,0,0,0
